"小悪魔簡易化",""
"2晩後アル（メイドA）",""
"メイドレベルドレイン3",""
"ボスサキュバス誘惑easy",""
"光回復",""
"形を持たぬ者簡易化",""
"メイドA敗北後敗北",""
"サキュバス戦勝利",""
"救済1",""
"救済2",""
"救済3",""
"セーレ誘惑簡易",""
"大淫魔誘惑簡易",""
"アイドルサキュバス誘惑簡易",""
"神官サキュバス誘惑簡易",""
"大淫魔簡易化",""
"アイドル簡易化",""
"神官サキュバス簡易化",""
"背景色",""
"セーレ簡易化",""
"経験値アイテム",""
"敵能力値",""
"アル誘惑",""
"アル敗北",""
"オートモード",""
"パイズリして欲しい",""
"見逃してください",""
"ピンチ雛形",""
"見惚れる",""
"斬撃",""
"フレイ消去",""
"優香誘惑導入",""
"優香についていく",""
"優香誘惑選択肢",""
"セックスしたい",""
"誘惑を振り切る",""
"優香誘惑（魔力なし）",""
"優香戦闘誘惑",""
"優香誘惑じっとしている",""
"優香敗北（アプデ）",""
"色調変更",""
"優香に勝利",""
"戦闘通常モード",""
"フレイ嘲笑1",""
"フレイ嘲笑2",""
"フレイ嘲笑3",""
"フレイ嘲笑4",""
"フレイ嘲笑5",""
"フレイ嘲笑6",""
"ブレイブソード2",""
"ブレイブソード3",""
"ブレイブソード4",""
"ブレイブソード5",""
"ブレイブソード6",""
"ブレイブソード7",""
"恭子導入",""
"お茶を淹れてもらう",""
"1回目奴隷になる",""
"1回目断る",""
"2回目奴隷になる",""
"2回目断る",""
"3回目奴隷になる",""
"恭子射精",""
"3回目断る",""
"恭子アプデ誘惑",""
"恭子戦闘誘惑",""
"恭子誘惑じっとしている",""
"恭子断る",""
"六花を思う1回目",""
"六花を思う誘惑",""
"六花・身をゆだねてしまう",""
"六花を思う.断る",""
"六花を思う2回目",""
"六花を思う誘惑2",""
"2回目六花・身をゆだねてしまう",""
"恭子敗北シーン（アプデ）",""
"バニーガール導入",""
"バニーガール誘惑",""
"バニーガール敗北",""
"バニーガール戦闘誘惑",""
"バニーガール誘惑じっとしている",""
"バニーガール断る",""
"サキュバスクイーン誘惑",""
"クイーン誘惑選択肢",""
"クイーンじっとしている・１",""
"クイーン誘惑選択肢2",""
"クイーンじっとしている2",""
"クイーン射精",""
"クイーン断る",""
"六花導入",""
"六花誘惑1回目",""
"六花誘惑2回目",""
"六花誘惑3回目",""
"試合六花",""
"六花アプデ誘惑",""
"六花戦闘誘惑",""
"六花誘惑じっとしている",""
"六花敗北シーン（アプデ）",""
"桃香導入",""
"桃香コロシアム",""
"桃香ひな形",""
"屋敷にて",""
"勝利後",""
"六花を想う",""
"設定",""
"優香誘惑導入（回想）",""
"優香についていく（回想）",""
"優香誘惑選択肢（回想）",""
"セックスしたい（回想）",""
"誘惑を振り切る（回想）",""
"優香敗北（アプデ回想）",""
"優香に勝利（回想）",""
"恭子導入（回想）",""
"お茶を淹れてもらう（回想）",""
"1回目奴隷になる（回想）",""
"1回目断る（回想）",""
"2回目奴隷になる（回想）",""
"2回目断る（回想）",""
"3回目奴隷になる（回想）",""
"恭子射精（回想）",""
"3回目断る（回想）",""
"恭子敗北シーン（回想）",""
"勝利後（回想）",""
"恭子レベル調整",""
"優香レベル調整",""
"桃花魔剣誘惑1",""
"魔剣誘惑１乗った",""
"魔剣誘惑1断った",""
"断った魔剣誘惑",""
"魔剣誘惑2",""
"魔剣誘惑2乗った",""
"魔剣誘惑2断った",""
"桃香快感を耐える1",""
"興奮度誘惑",""
"桃香快感を耐える・断った",""
"桃香快感を耐える2",""
"タイミングバー",""
"桃香快感を耐える・互換",""
"桃香快感を耐える・断った互換",""
"桃香快感を耐える2・互換",""
"桃香敗北シーン",""
"桃香戦闘誘惑",""
"桃香じっとしている",""
"桃香勝利",""
"カレン導入前",""
"可憐導入",""
"サキュバスクイーン断り",""
"バニーガール勝利",""
"バニーガール導入（回想）",""
"調整用",""
"バニーガール勝利（回想）",""
"バニーガール敗北（回想）",""
"バニーガールレベル調整",""
"六花導入（回想）",""
"六花誘惑1回目（回想",""
"試合六花（階層",""
"六花敗北シーン（アプデ回想）",""
"六花誘惑2回目（回想",""
"六花誘惑3回目（回想",""
"桃香導入（回想",""
"桃香コロシアム（回想",""
"桃香勝利（回想",""
"桃香敗北シーン（回想",""
"可憐導入（回想",""
"サキュバスクイーン誘惑（回想",""
"クイーン誘惑選択肢（回想",""
"クイーンじっとしている・１（回想",""
"クイーン誘惑選択肢2（回想",""
"クイーンじっとしている2（回想",""
"クイーン射精（回想",""
"クイーン断る（回想",""
"サキュバスクイーン断り（回想",""
"金額表示システム",""
"小悪魔Aとの戦闘を簡易化しますか？
小悪魔A:経験値4倍～Lv.7にあがるまで
　　　　経験値2倍～Lv.9にあがるまで","Simplify fights with Imp A?
Imp A: 4x EXP until Level 7.
       2x EXP until Level 9."
"はい","Yes"
"いいえ","No"
"小悪魔Aとの戦闘を自動化しますか？","Turn on Auto fight for Imp A?"
"店員のレベルドレイン(Lv.1～9)を簡易化しますか？",""
"小悪魔Bとの戦闘を簡易化しますか？
小悪魔B:経験値4倍～Lv.11にあがるまで
　　　　経験値2倍～Lv.13にあがるまで","Simplify fights with Imp B?
Imp B: 4x EXP until Level 11.
       2x EXP until Level 13."
"小悪魔Bとの戦闘を自動化しますか？","Turn on Auto fight for Imp B?"
"MPが足りず、集中できなかった！",""
"\n[1]はまだこらえるほどの快感を感じていない！",""
"<小悪魔A>
『ん～…………ちゅっ♡
　投げキッスでドキドキしちゃって戦いに集中できないの？
　人間さん、よわ～い♡』","<Imp A>
""Mmh... Smooch♡ Is your heart racing so hard from my
 blown kisses that you can't concentrate on the fight?
 You're so weak♡"""
"小悪魔は貴方に可愛らしく投げキッスを放ちながら、
くすくすといたずらっぽく笑う。","Imp teasingly giggled as she blew kisses at you."
"<小悪魔A>
『そんなよわ～い人間さんは、
　このまま投げキッスで魅了して負けさせてあげるね♡』","<Imp A>
""Weak humans like you get charmed by my kisses and
 then I'll make you spell defeat♡"""
"<小悪魔A>
『ほらほら、私の唇よく見て～？
　綺麗なピンク色でぷるぷるの唇♡』","<Imp A>
""Hey♡ Take a close look at my lips?
 They're so plump and pretty pink♡"""
"<小悪魔A>
『こ～んな可愛い唇に負けちゃうんだから、
　人間さんも嬉しいでしょ？ん～……ちゅっ♡』","<Imp A>
""Losing to such a cute pair of lips would make you
 happy, right? Mmmh... Smooch♡"""
"小悪魔は自信たっぷりな挑発的な表情で貴方に流し目を送ると
自分の唇をゆっくり人差し指でなぞり強調する。
そのまま、ちゅっとリップ音を立てて投げキッスを放つ。","Imp gave you a flirtatious glance while slowly tracing
her finger across her lips. Then she puckered her lips
and blew you a kiss with a loud kissing sound."
"<小悪魔A>
『あは♡ビクンって身体震えちゃった♡
　もっといっぱいちゅっちゅってしてあげるから、
　このまま負けちゃえー♪ん～……ちゅっ♡』","<Imp A>
""Aha♡ Your whole body shivered from that♡ I'll keep
 blowing more kisses at you, so keep catching every
 one of them and lose♪ Mmh... Smooch♡"""
"\n[1]はイってしまった！","\n[1] orgasmed!"
"<小悪魔A>
『あは♡投げキッスだけでおちんぽ負けちゃった♡
　そんなに私の唇が気に入ったんだね♡』","<Imp A>
""Aha♡ Your dick lost to blown kisses♡
 You must really be in love with my lips♡"""
"<小悪魔A>
『投げキッスだけで力が抜けてふにゃふにゃ♡
　でも～、気持ちいいのはここからだよ？』","<Imp A>
""Your legs are starting to get weak♡ But you know,
 we're just getting started with the good stuff?"""
"<小悪魔A>
『人間さんが夢中になっちゃった私の可愛い唇♡
　ここで人間さんのおちんぽ、直接虐めてあげるね♡』","<Imp A>
""Next these lips that you're totally crazy about
 will... Wrap themselves around your dick♡"""
"<小悪魔A>
『まずはおちんぽの先っぽに、挨拶のキス♡
　いくよ～？ちゅっ♡』","<Imp A>
""First a greeting kiss on the tip♡
 Are you ready? Smooch♡"""
"柔らかく、甘い唇の感触が肉棒の先端に落とされる。
その感覚だけで貴方の肉棒はビクンと反応を示してしまう。","The touch of the imp's soft and sweet lips fell on the
tip of your penis. That gentle kiss was enough to make
your penis twitch."
"<小悪魔A>
『あは♡先っぽにキスしただけでビクビクしてる♡
　こんなおちんぽじゃ、私の本気フェラに耐えられないよ？』","<Imp A>
""Aha♡ You twitched from just a kiss on the tip♡
 I doubt your dick will last a moment in my real
 blowjob if it's already like this♡"""
"小悪魔はにやにやと笑みを浮かべたまま、
何度も肉棒の先端に柔らかな唇を押し当てる。","Imp gave you a wide grin while raining kisses on your
glans with her soft lips."
"<小悪魔A>
『ほらほら、もっとしっかり耐えないと♡
　負けちゃわないように頑張れ♡ちゅっ♡
　頑張れ♡ちゅっ♡』","<Imp A>
""Hey♡ You need to endure much harder than that♡
 Do your best not to lose to my kisses♡ Smooch♡
 Keep it together♡ Smooch♡"""
"<小悪魔A>
『あは♡せっかく応援してあげたのに♡
　さっきぽにキスされて我慢できなかったんだ？
　おちんぽよわーい♡ちゅっ♡』","<Imp A>
""Aha♡ I even went out of my way to cheer you on♡
 Were kisses on the tip too much for you?
 Your dick is so weak♡ Smooch♡"""
"<小悪魔A>
『ちゅっ♡ちゅっ♡
　さっきぽにキスしてるだけなのにぬるぬるしてきた～♡』","<Imp A>
""Smooch♡ Smooch♡ I've only been kissing the tip, but 
 your dick is already dripping precum♡"""
"<小悪魔A>
『かるーいキスだけで我慢汁出てきちゃったんだ？
　よわよわおちんぽ～♡ちゅっ♡ちゅっ♡』","<Imp A>
""Are my light kisses so good that even holding in your
 precum proves impossible? Your dick is so weak♡
 Smooch♡ Smooch♡"""
"小悪魔は肉棒に口づけを行いながら、
煽るような言葉を口にする。","Imp made fun of your overflowing precum while
continuing to rain kisses on your glans."
"<小悪魔A>
『ふふ、こんなよわよわおちんぽにはもったいないけど～…
  せっかくだし、私の本気も味わわせてあげる♡』","<Imp A>
""Ahaha♡ Going all out on such a weak dick is a bit
 too good, but since we're at it, I'll show you what
 my real blowjob is like♡"""
"<小悪魔A>
『ほら、人間さんのおちんぽ食べちゃうよ？
　……いただきま～す♪あ～むっ♡』","<Imp A>
""Look, I'm going to eat up your dick♡
 Aaaaahm♡"""
"小悪魔は小さな口をめいいっぱい開いて、
ぱくりと肉棒を咥えこむ。","Imp opened her tiny mouth wide and swallowed the tip
of your penis."
"亀頭を生温かい口内で舐り、
舌で刺激しながら上目づかいで貴方を見つめている。","She looked at your face in upward gaze while licking
your glans in her warm mouth."
"<小悪魔A>
『んふふ～♡気持ちいいでしょ？
　すぐイっちゃってもいいんだよ～♡じゅる♡ちゅぅ～♡』","<Imp A>
""Ahaha♡ It feels amazing, right? It's okay to cum
 already♡ Mmmh♡ Mmmh♡"""
"小悪魔は丁寧に舌で亀頭をなぞりながら
音を立ててあふれてくる我慢汁を吸引する。
その強い快感に貴方は思わず声を漏らしてしまう。","Imp loudly slurped your precum while licking through
your glans. The pleasure was so strong that you
couldn't help moaning."
"<小悪魔A>
『人間さんのよわよわおちんぽ♡
　いつまで我慢できるかなぁ？れろれろ♡』","<Imp A>
""Your weak, weak penis♡ I wonder how long will it
 last? Mmmh♡"""
"<小悪魔A>
『んっ♡私のお口に瞬殺されちゃった♡
　やっぱりよわよわおちんぽじゃ,
　私の本気フェラに耐えきれなかったね♡』","<Imp A>
""Mmmh♡ You lost the moment I put it in my mouth♡
 Your weak dick couldn't take on my real blowjob
 after all♡"""
"<小悪魔A>
『んっ♡じゅるっ♡
　私にフェラにされるがままだね♡
　おちんぽ膨らんできたよ～？もう降参？』","<Imp A>
""Mmmh♡ You're completely helpless before my blowjob♡
 Your dick is starting to swell up too♡ Have you
 already given up?"""
"肉棒を甘く口内に含みながら、
小悪魔は肉棒の反応を敏感に感じ取り貴方をそう挑発する。","The imp read the reactions of your penis and provoked
you like that while sweetly sucking you off."
"小生意気な彼女のそんな挑発に、
貴方はつい強がった言葉を返してしまう。","You couldn't bear her cheeky provocations and strongly
denied everything she said."
"<小悪魔A>
『そんなことないって強がっちゃって♡
　もう限界なくせに～♡じゅる♡』","<Imp A>
""I know that you're just bluffing♡
 I can tell you're nearly there♡ Mmmh♡"""
"<小悪魔A>
『バレバレな強がりは恥ずかしいだけだよ？
　素直に私のお口に負けちゃいますって敗北宣言しちゃえ♡
  ちゅぅぅ♡』","<Imp A>
""Such obvious bluffs bring you nothing but shame,
 you know? Just honestly admit your defeat and cum
 inside my mouth♡"""
"小悪魔は唇を窄めて、カリ首に柔らかくピンク色の唇を
引っかけながら先端を舐り、催促するように先端を舌で弄る。","Imp narrowed her pink lips to make them catch on the
edges of your glans. Then she began pulling on them
while licking your glans to work you towards orgasm."
"<小悪魔A>
『ほらほら、腰が浮いてきちゃったよ～？
　もうおちんぽから負け汁でちゃいそうだね♡』","<Imp A>
""Hey♡ Your hips are shaking too♡ You're about to
 pop your loser juice, right?"""
"<小悪魔A>
『我慢なんてしても無駄無駄～♡
　ぜ～んぶ吸い出しちゃうんだから♡
　んっ♡んっ♡じゅるるっ♡』","<Imp A>
""Trying to hold in your orgasm is pointless♡
 I'm going to suck out every drop of your semen♡
 Mmh♡ Mmh♡ Mmmmmh♡"""
"小悪魔は顔を動かし、柔らかな唇でカリ首を舐る。
精液を吸い出すようなフェラに、
貴方は今にも精を放ってしまいそうになってしまう。","The imp moved her head and soft lips across the edges
of your glans. The semen draining blowjob brought you
right to the brink of orgasm."
"<小悪魔A>
『ほらぁ、もうおちんぽ我慢できないでしょ？
　諦めて私のお口に敗北射精しちゃえ♡
  れろれろ♡じゅるるっ♡』","<Imp A>
""C'mon♡ Your dick is at its limit, right?
 Give up and shoot your loser semen in my mouth♡
 Mmmh♡ Mmmmh♡"""
"\n[1]は魅了されてしまった！
全ステータス10%ダウン！","\n[1] became Charmed!
All status down 10%!"
"<小悪魔A>
『んっ♡よわよわちんぽ負けちゃったー♡
　たくさん私のお口に出しちゃったね♡』","<Imp A>
""Mmmh♡ Your weak dick lost♡ You blew a massive load
 inside my mouth♡"""
"<小悪魔A>
『ほらほらー♡
　私の投げキッスに見惚れてる場合じゃないよー♪
　んー…………ちゅっ♡』","<Imp A>
""Hey♡ This isn't the time to get charmed by lips and
 blown kisses♪ We're in a middle of a battle♡
 Mmmmmmmmh... Smooch♡"""
"小悪魔は扇情的に自身の唇をなぞり、
貴方に見せつけるように投げキッスを放つ。
そんな彼女の投げキッスを見て、
貴方は思わず動きが止まってしまう。","The imp traced her lips especially lewdly and then
showily blew a kiss at you. The sight of that made
your brain and body completely stop."
"<小悪魔A>
『くすくす♡そんな調子じゃ、
  また人間さんのよわよわちんぽ負けちゃうよ？
　ちゅっ♡ちゅっ♡』","<Imp A>
""Ahaha♡ It won't be long before your dick loses
 again at this rate♡ Smooch♡ Smooch♡"""
"小悪魔は煽る様にそう言いながら連続して投げキッスをする。
可愛くウインクしながら、
時には見た目不相応の色気を醸しながらの投げキッスに、
貴方の脳はしびれていく。","The imp continued blowing kisses at you while making
fun of you. She gave you cute winks while also
displaying sex appeal that was such a mismatch for
her young looks, which your brain numb from her kisses."
"このままでは本当に負けてしまう。
そう考えた貴方は何とかその誘惑を振り払い、剣を構える。","A thought ran across your mind how you were really on
the path of loss with the way things were going.
You shook off the temptation and took up your sword."
"<小悪魔A>
『あは♡頑張って戦おうとしても無駄無駄ー♡
　こうやって特大の投げキッスを見せてあげれば………
  ん～～…ちゅっ♡』","<Imp A>
""Aha♡ It's useless even if you try to fight it♡
 I just need to give you an extra large blown kiss
 like this and... Mmmh.... Smooch♡"""
"小悪魔は両手を自分の唇に当てると、
そのまま貴方目掛けてアイドルのように投げキッスをする。
その愛らしさと色気に、貴方の戦意は削られていく。","Imp placed both of her hands on her lips and then blew
an idol-like kiss at you using both of them.
Its cuteness and sex appeal shook off your will to
fight."
"<小悪魔A>
『ほら、すぐ目がとろーんってしちゃう♡
　人間さんの冒険はここで私に負けて終わりだよ♡
　諦めて餌になっちゃえー♡ちゅっ♡ちゅっ♡』","<Imp A>
""See? That made your eyes turn into hearts right away♡
 Your adventure will end here against me♡
 Give up and become my food♡ Smooch♡ Smooch♡"""
"<小悪魔A>
『あは♡よわよわちんぽ、
  エッチな投げキッスにトドメさされちゃったねー♡
　これで人間さんの負けー♡』","<Imp A>
""Aha♡ That lewd blown kiss finished off your weak
 dick♡ You're my food now♡"""
"<小悪魔A>
『投げキッスでとろーんってしちゃったらー♡
　お待ちかねのフェラの時間だよー♡』","<Imp A>
""Now that your eyes have turned into hearts♡
 It's time for the blowjob you've been waiting for♡"""
"<小悪魔A>
『人間さん、今度はどれくらい耐えられるかな？
　私が試してあげるね♡ほら、おちんぽに唇近づけてぇ♡
　んー…………ちゅっ♡』","<Imp A>
""I wonder how long will you last this time? Let's find
 out♡ Look how my lips are approaching your dick♡
 Mmh........ Smooch♡"""
"投げキッスで動きが鈍ってしまった貴方に近づき、
小悪魔はズボンから肉棒を取り出す。
そしてピンク色の唇をその先端に押し付け、
柔らかな感触をたっぷりとしみこませる。","The imp approached and took out your penis from your
pants while you were in complete daze. She then pressed
down her pink lips on the tip of your penis in kiss
and made their soft touch soak deep into you."
"<小悪魔A>
『あは♡ちゅってキスされただけでまたびくってしちゃった♡
  これじゃあ今回もあんまり我慢できそうにないね♡
  よわーい♪ちゅっ♡』","<Imp A>
""Aha♡ Your dick twitched from a light kiss again♡
 You won't last long this time either♡ So weak♪
 Smooch♡"""
"嘲るような声色でそう言いながら、
小悪魔はちゅっちゅっと小刻みに先端にキスを落とす。","Imp teased you while raining kiss after another on
your glans."
"<小悪魔A>
『よわよわおちんぽ、また私が負かしてあげる♡
　搾り取っちゃうから覚悟してねー♪ちゅっ♡』","<Imp A>
""I'll make your weak dick spell defeat again♡
 I'm going to totally drain it, so get ready♪
 Smooch♡"""
"<小悪魔A>
『あ～あ、先っぽにキスされてるだけでイっちゃった♡
  そんなに私の唇が気持ちよかったんだ？変態さーん♡』","<Imp A>
""Aa-ah♡ You simply popped from light glans kisses♡
 Did my lips feel that amazing on your dick?
 You pervert♡"""
"<小悪魔A>
『おちんぽがぬるぬるしてきた♡
　また私の唇にちゅっちゅってキスで虐められて
　我慢できなくなっちゃったんだ♡』","<Imp A>
""Your precum is starting to run down your dick♡
 Can you not contain yourself again when there's
 my lips on your dick?"""
"<小悪魔A>
『それじゃあそろそろ本番♡
　お口でおちんぽ咥えて、精液吸い出してあげるね♡
　あ～むっ♡じゅるるっ♡』","<Imp A>
""Then let's move on to the main part♡ I'll stick
 your dick in my mouth and suck out your semen♡
 Aaaaahm♡ Mmmmh♡"""
"小悪魔は口を大きく開くと、亀頭を口に含ませる。
小さな舌を弱点に這わせるようにして亀頭を舐めまわしながら
貴方を上目づかいで見つめている。","The imp opened her mouth wide and swallowed your glans.
Then she looked at you in upward glance while running
her small tongue across the weak spots on your glans."
"<小悪魔A>
『ん♡じゅるっ♡
　さっきぽなめなめするだけで我慢汁出てくるね♡
　よわよわおちんぽ負けちゃいそう♪』","<Imp A>
""Mmh♡ Mmmh♡ Your precum is overflowing when I'm
 licking your tip♡ Your weak dick is about to lose♪"""
"<小悪魔A>
『でも、せめてさっきよりは耐えなきゃ恥ずかしいよ？
　こうやってお口に吸われてもちゃんと我慢しなきゃー♡
　じゅるっ♡れろれろ♡』","<Imp A>
""But it would be really embarrassing if you popped
 even faster than the last time, right? You need to
 stay strong even if I'm sucking you off in my mouth♡"""
"小悪魔は口ではそう言いつつ、
先ほど把握した弱点を容赦なく小さな口で舐り続ける。
その強い快感に、早くもあなたの肉棒は震え始める。","The imp told you to hang on, but she wasn't giving you
the chance to do it when she was focusing on licking
your weak spots she had found out. The pleasure was
so strong that your penis was throbbing in no time."
"<小悪魔A>
『んふー♡よわよわちんぽ頑張れー♡
　小悪魔のお口なんかに負けるなー♡ちゅぅぅ♡』","<Imp A>
""Mmmh♡ Do your best, weak dick♡
 Don't lose to a lowly imp's mouth♡"""
"小悪魔は目を細めながらわざとらしくあざとい声で、
そう応援をしながら唇でカリ首を舐っていく。","The imp used her lips to stroke the edges of your
glans while giving you teasing cheers."
"<小悪魔A>
『あは♡おちんぽもうびくびくしてる♪
　応援してあげてるのにもう我慢できなさそう♡
　また私のお口に負けちゃうんだ？よわーい♡じゅるるっ♡』","<Imp A>
""Aha♡ Your dick is already twitching♪ I'm even
 cheering it on, but it still won't last♡
 Are you going to lose to my mouth again? How weak♡"""
"小悪魔は小さな口を器用に動かし、
艶めかしく唇と舌で肉棒を舐りながら笑みを浮かべる。","The imp grinned at you while making full use of her
small mouth and tongue to suck you off."
"彼女がしゃべるたびに温かい口内で肉棒が愛撫され、
身体がびくびくと跳ねて反応してしまう。","Every time she talked, the insides of your her warm
mouth vibrated to caress your penis, making your whole
body jump from the pleasure."
"<小悪魔A>
『私が弱いって言うと、おちんぽビクッてしてるよ？
　魔物に見下されながらお口でじゅるじゅる吸われて、
　興奮しちゃってるの？変態さーん♡じゅるるっ♡』","<Imp A>
""Your dick twitches every time I call you weak♡
 Is it turning you on when a monster is sucking
 you off and making fun of you? You pervert♡"""
"<小悪魔A>
『それじゃあ、いっぱい弱いって言ってあげるね♡
　ほらほら、よわよわおちんぽー♡
　私のお口に負けちゃえ♡じゅるるっ♡』","<Imp A>
""In that case, I'll keep calling you and your dick
 weak like the weaklings they are♡ C'mon, weak dick♡
 Weakest dick♡ Lose and cum in my mouth♡"""
"<小悪魔A>
『んふー♡先っぽじゅるじゅる吸われるのが気持ちよかった？
　人間さんの精液、私のお口で搾り取っちゃったー♡』","<Imp A>
""Mmmh♡ Did it feel amazing when I sucked your glans?
 Your semen is right where it belongs: In my mouth♡"""
"<小悪魔A>
『もう膝ガクガク震えてるよー？
　お口でおちんぽぺろぺろ始めたばっかりなのに、
　もうイきそうなのー？』","<Imp A>
""Your legs are shaking♪ I've only got started with
 licking your dick, but are you already going to cum?"""
"<小悪魔A>
『情けないなー♡
　これじゃあさっきよりも早くイっちゃいそう♡
　小悪魔のお口に精液吸い出されちゃいそう♡ちゅぅぅ♡』","<Imp A>
""That's so lame♡ You're going to cum even faster than
 the last time♡ You're going to shoot your semen in
 my mouth again♡"""
"小悪魔は嘲るような声を出しながら、
カリ首に唇を擦りつけるようにして肉棒を舐る。
あふれ出てくる我慢汁を小さな唇で吸い取りながら、
肉棒に的確に快感を与えている。","The imp made fun of you while rubbing your glans with
her lips. She was precisely pleasuring your penis
while slurping on your overflowing precum."
"<小悪魔A>
『じゃあこのままお口で全部搾り取ってあげる♡
　人間さんのよわよわちんぽじゃ絶対耐えられないよー？
　じゅるるっ♡ちゅっ♡』","<Imp A>
""I'm going to suck out everything you have with my
 mouth♡ And your super weak dick has no way to
 resist♡ Mmmmh♡"""
"小悪魔は頬をすぼめて、水音を立てながら激しく吸引する。
唾液と我慢汁を舌で混ぜながら、
精液を搾り取る様に唇で激しく吸い付く。","The imp began sucking your glans so hard that the
slurping sounds got much louder and her cheeks caved
in around you. She was using her whole mouth to blow
you off while licking your tip with her tongue."
"<小悪魔A>
『んっ♡もう限界だよね♡
　このまま私に弱ーいって馬鹿にされながら、
　お口に負け汁出しちゃえ♡ザコ♡ザーコ♡じゅるるっ♡』","<Imp A>
""Mmh♡ Already hitting the limit? Do it♡ Shoot your
 loser juice while I'm making fun of you♡ Weak♡
 Weakling♡"""
"\n[1]は骨抜きになってしまった！
全ステータス20%ダウン！","\n[1] became exhausted!
All status down 20%!"
