"EV001",""
"<凛>
『だめっ！もう、イ、っくぅぅぅぅ♡』","<Rin>
""No! I'm going to... Cuuuuuum♡"""
"貴方は凛を犯した。","You violated Rin and drained her levels."
"<凛>
『あっ♡あっ♡うぅぅぅ…………』","<Rin>
""Ah♡ Ah♡ Uuuuh..."""
"貴方は呻く彼女を背に、会場を後にした。","You turned your back to the panting Rin and left the
arena."
"貴方は怒りを覚え、
剣を構えながら彼女のことを睨みつける。","You felt anger and glared at Rin with a sword in your
hand."
"<凛>
『7000G、サクッと稼がせてもらいますね♡
　おまけのレベルドレイン付きで♡ちゅっ♡』","<Rin>
""You'll need to earn that 7000G all over again♡
 And it comes with extra level draining too♡ Smooch♡"""
"<凛>
『でも、お兄さんはお金、借りてくれませんでしたね？』","<Rin>
""But you didn't take the loan."""
"<凛>
『断られた時は、
　こんないいカモを誰かにとられるんじゃないかって、
　ひやひやしてました♡』","<Rin>
""When you refused, I was afraid that someone else
 might take away my easy prey♡"""
"<凛>
『ま、結局こうしてお兄さんと戦えるので、
　結果オーライだったんですけどね♡』","<Rin>
""But everything turned out fine since I got to fight
 you anyway♡"""
"<凛>
『これも勉強代だと思って、
　このまま私に負けてください♡』","<Rin>
""You can think of this as a good learning experience♡
 Now go ahead and lose against me♡"""
"<凛>
『くすくす♡お兄さんに指名されたって連絡が来て、
　私驚きましたよ♪』","<Rin>
""Ahaha♡ I was shocked when I heard that you nominated
 me to a rematch♪"""
"<凛>
『そんなにもう一度、
　私にみんなの前でおちんぽ気持ちよくされて、
　ボコボコにされたくなっちゃったんですか？変態マゾ♡』","<Rin>
""Do you want me to beat you up and make your dick 
 feel good in front of the audience again so badly?
 You're such a masochistic pervert♡"""
"くすくすと笑みを浮かべながらそう貴方を煽る凛に剣を向け、
貴方は今度こそ勝つとそう宣言する。","When Rin riled you up and giggled, you pointed your
sword at her and shouted that you would win this time."
"<アル>
『うん！今度こそ負けないよ！
　やっちゃえ、\n[1]！』","<Al>
""Yeah! We're not going to lose this time! Go get her!
 \n[1]!"""
"貴方の気合を示すように、
アルも彼女を睨みつけながらそう言った。","After your shout, Al also cheered you on and glared
at Rin."
"<凛>
『あっはは♡
　そんなことできるわけないじゃないですか♡
　弱ーいお兄さんに♡』","<Rin>
""Ahaha♡ There's no way that you can win♡
 You're that weak♡"""
"<凛>
『ま、挑んでくれるなら何でもいいですよ♡
　お兄さんが私に勝つためにためた経験値とお金♡
　もう一度みんなの前で搾り取ってあげますね♡』","<Rin>
""But you're free to challenge me any number of times♡
 I'll take the EXP and money that you've saved up in 
 front of the audience♡"""
"<凛>
『う、…………こんな、嘘…………
　なんで、いきなりこんなに強く………！』","<Rin>
""Ugh... T-This can't be... How did you become strong
 so quickly?!"""
"<アル>
『えへへ♪\n[1]は貴方に勝つために、
　すごく頑張ったんだからね！』","<Al>
""Ehehe♪ \n[1] worked really hard to win this
 match!"""
"倒れた彼女に向かって、
アルは腰に手を当てながらそう勝ち誇った。","Al boasted about your success to Rin with her hands on
her hips."
"<アル>
『\n[1]、優しいね！自分は同じことはしない！
　\n[1]のそういうところ、私大好きだよ♪』","<Al>
""\n[1], you're so gentle! You won't fall to
 the same level as her! I love that part of you♪"""
"<凛>
『……分かりましたよ、
　もう一度やって、お兄さんみたいな、
　想定外の強さの人に目を付けられても嫌ですし………』","<Rin>
""...Okay. Even if I did, I'm sure that I would run
 into someone strong like you before long."""
"<凛>
『私だって、
　復讐されないほうが珍しいって分かってますから……』","<Rin>
""And also... I know that most people would have taken
 revenge after what I did to you."""
"<凛>
『やっぱりお兄さん、
　女の子に犯されるほうが好きな変態マゾじゃないですか♡』","<Rin>
""As I thought, you're a masochist pervert who is rather
 violated than doing the violating yourself♡"""
"凛は貴方の言葉にそう返事をする。","Rin said that at your answer."
"<凛>
『自分を犯した相手を見逃すって、
　私には理解できないですけど……ありがたいことは、
　ありがたいです。感謝、しておきます。』","<Rin>
""I can't understand why you would spare someone who
 violated you... But I want to thank you for sparing
 me."""
"対戦相手の少女に、どこか見覚えがある。
彼女は確か…………","When you entered the arena, the young girl who was
your opponent looked somewhat familiar to you."
"<アル>
『…………？あ、あの子だよ！
　このまえ、受付でひどい目にあってた…………！』","<Al>
""...? Ah, it's that girl! It's the slave girl who was
 treated cruelly!"""
"じっと少女を見て言葉を漏らしたアルに、
貴方は確かにそうだと頷いた。","Al looked at the girl for a while before recognizing
her. What she said made you recognize who the girl was."
"<六花>
『…私のこと、知ってるんですね。
　まぁ、悪い意味で有名ですもんね…私…………』","<Rikka>
""...It looks like you know me. Well...
 I'm quite famous in a bad way after all..."""
"六花は貴方の顔色を見て、恥じらうように目を伏せる。
そんな彼女に貴方は何と声をかければいいか分からなかった。","Rikka shamefully averted her face when you noticed how
you recognized her. You weren't sure what to say."
"今日も、もし負けたらまた…………
貴方は彼女にそう尋ねた。","You asked Rikka would the same thing from before happen
again if she lost."
"<六花>
『はい、またご主人様にお仕置きされると思います……
　でも、同情なんて、やめてください。
　今日は、勝つつもりです。』","<Rikka>
""Yes... I believe my mistress will punish me again...
 But please don't take pity on me. I'm planning to
 win today."""
"遠慮がちに尋ねた貴方を今度はまっすぐ見据え、
彼女はそう返事した。","After your timidly asked question, Rikka faced you
straight on when she answered."
"<六花>
『…この前の貴方の試合、見ました。
　それで、貴方になら私でも勝てるかもしれない………
　そう、思ったんです。』","<Rikka>
""...I saw your last match. That made me think that
 I might be able to win if you're my opponent."""
"<光>
『私は、貴方が負けた相手と同じ技が使えますから……
　だから、コロシアムで連敗は嫌だと思いますが……
　ごめんなさい、この試合も私が勝ちます。』","<Rikka>
""I have the same skills as the girl who beat you...
 That's why I think I can win this match. I'm sorry,
 but I'll make you lose two matches in a row."""
"<アル>
『この前って、多分、
　あの子に負けちゃった試合だよね…？』","<Al>
""Last match? She must mean that really strong girl,
 right?"""
"貴方はアルの言葉にそうだと思うと返す。
なるほど、恥ずかしい試合を見られてしまったのなら、
自分に勝てると思うのも道理かもしれない。","You nodded to Al. You lost the match with Yuuka really
badly, so that might be why Rikka thinks she can beat
you."
"貴方はこの前の試合、
この会場で優香に負けた試合を思い返す。","By the last match, you figured she must mean your match
with Yuuka and thought over what happened there."
"なるほど、恥ずかしい試合を見られてしまったのなら、
自分に勝てると思うのも道理かもしれない。","You lost that match really badly, so that might be why
Rikka thinks she can beat you."
"それでも、貴方はそう簡単にはいかないと戦意をたぎらせ、
剣を彼女に向けた。","But even then, you aren't planning to go down easily
and faced Rikka with your sword."
"<六花>
『ひっ、大丈夫、勝てる、勝てる……
　魔法は、平常心…………』","<Rikka>
""Uah... I'm fine... I can win... I will win...
 I need to keep calm to use magic..."""
"六花は自分に言い聞かせるようにそう言葉をつぶやく。","Rikka muttered to calm herself down."
"<六花>
『私は、いつまでも奴隷でいたくなんてない……
　だから、だから、悪いですが………
　私のために、負けてください！』","<Rikka>
""I don't want to stay as a slave forever...
 That's why... I'm sorry, but please lose to me!"""
"<六花>
『うぅ…………そんな…………
　やっぱり、私は、もう…………』","<Rikka>
""Uuh... No... I couldn't do it..."""
"六花は呻きながら、どさりと地面に倒れこむ。","Rikka fell to the floor with a groan."
"六花を犯さない","Spare Rikka"
"六花を犯す","Violate Rikka"
"<六花>
『え……？
　レベルドレインをするつもりはないんですか………？』","<Rikka>
""Eh? You aren't going to level drain me?"""
"貴方の態度を見て呆然とつぶやく六花に、
貴方は頷きを返す。","When Rikka looked at you in surprise, you nodded."
"<アル>
『えへへ♪そんなひどいこと、できないよね！
　この子、ただでさえ苦労してるみたいだし………』","<Al>
""Ehehe♪ There's no way we would do such a horrible
 thing! She's already gone through so many hardships."""
"<六花>
『そう、ですか。
　ありがとう、ございます…………』","<Rikka>
""I see... Thank you very much..."""
"六花は喜びと悔しさが混じった表情で俯き、
そう貴方に言葉を返した。","With a mix of relief and frustration showing on her
face, Rikka thanked you while hanging her head."
"<六花>
『…………私が、奴隷だからですか………
　そんな私を、憐れんで…………だから…………』","<Rikka>
""...Is it because I'm a slave? You're taking pity on
 me because of that..."""
"六花は俯きながら、ぽつりぽつりとそう言葉を漏らす。","Rikka kept muttering while hanging her head."
"<六花>
『私が奴隷だから………
　うぅ………もう、蔑みと同情は、たくさんです…………』","<Rikka>
""It's because I'm a slave... Uuuh... Everyone is
 looking at me with pity or contempt..."""
"少女は目を潤ませながら、
どうしようもない感情を誰に聞かせるでもなく吐露する。","Rikka spoke out her feelings of helplessness with tears
running from her eyes. She wasn't speaking specifically
toward anyone."
"<アル>
『\n[1]…………』","<Al>
""\n[1]..."""
"そんな少女をアルは心配そうに見つめている。","Al watched Rikka with worry."
"<六花>
『…………分かっています、貴方に感謝することはあっても、
　恨み言を言うのはおかしいって…………
　それでも、もう私は…………』","<Rikka>
""...I know that it's weird. I'm thankful for sparing
 me, but I can't help complaining... I'm already..."""
"彼女にかける言葉が見つからず、
黙って聞いていた貴方に六花はそう言葉を告げる。","As you couldn't find the words to say and kept quiet,
Rikka continued speaking."
"君じゃなくてもレベルドレインはしない","I wouldn't level drain even if it wasn't you"
"……………………","..."
"<六花>
『え…………？』","<Rikka>
""Eh...?"""
"貴方の言葉に驚いたように六花は顔を上げた。","Your words made Rikka look up in surprise."
"<アル>
『そうだよ！\n[1]は君が奴隷だから、じゃない！
　元々、無理やり犯したりとかはしない人なんだよ！』","<Al>
""That's right! \n[1] isn't doing it because
 you're a slave! He just doesn't like forcing himself
 on other people!"""
"聞こえないと分かっていても、アルも貴方に言葉を続ける。","Al followed up with you even when she knew that Rikka
couldn't hear her."
"貴方は、自分は元々無理やり犯すのは好きではない。
君が奴隷だから、犯さないわけではないと伝える。","You told Rikka that you didn't like taking girls by
force to begin with, and you weren't doing it because
she was a slave."
"<六花>
『本当、ですか……？』","<Rikka>
""Do you really mean that...?"""
"貴方はそう確認する六花に、本当だと返した。","You told Rikka that it was true when she asked to
confirm."
"<六花>
『そう、なんですか……
　ごめんなさい、私、勝手に卑屈になって…………』","<Rikka>
""I see... I'm sorry for my sudden outburst..."""
"そう言いながら顔を俯かせる六花に、
貴方は気にすることはないと告げる。","Rikka apologized and hung her head, but you told her
not to worry about it."
"その言葉に少し安心したように、六花は気を失った。","Then she passed out while looking slightly relieved at
what you said."
"<六花>
『ごめんなさい………
　いえ、ありがとう、ございます…………』","<Rikka>
""I'm sorry... No, I mean thank you..."""
"<六花>
『これ以上レベルを失うわけにはいかないのも本当なんです。
　だから、見逃してくれるのは、本当にうれしいんです……』","<Rikka>
""I can't afford to lose any more levels... That's why
 I'm happy that you didn't take them..."""
"六花は俯きながら、
自分の言動を恥じるようにそう言葉を漏らした。","Rikka said that while hanging her head from the shame
of what she did and said earlier."
"そして、そのまま六花は疲れと安堵からか、
気を失ってしまった。","Then she passed out from either fatigue or relief."
"こんな少女に、これ以上辛い思いをさせるわけにはいかない。
貴方はそんな思いとともに会場を後にした。","You couldn't let such a young girl face any more
hardships. With that in mind, you left the arena."
"きっとこの前のように六花を折檻するために、
彼女の主人がコロシアムに来ているはずだ。","Rikka's master must be here in the Colosseum to scold
her again."
"主人を探し出して、
彼女を奴隷から解放できないか交渉してみよう。","You decided to find the master and negotiate Rikka's
release."
"本当に六花を犯しますか？
【注意:取り返しはつきません】","Will you really violate Rikka?
【Warning: This decision is irreversible.】"
"<六花>
『あ、ダメ、もう私はこれ以上レベルを…………
　んんんっ、だ、め…………い、やぁぁ♡』","<Rikka>
""Ah... No... If I lose any more levels... I...
 Nnngh... No... Aaaah♡"""
"<六花>
『んんんっ♡あっ♡い、やなのにぃ♡
　イ、くぅ♡イっちゃいますぅぅ♡』","<Rikka>
""Nnnngh♡ Ah♡ N-No♡ C-Cumming♡ I'm cummiiiing♡"""
"貴方は六花を犯した。","You violated Rikka and drained her levels."
"<六花>
『うぅ…………あぅ…………』","<Rikka>
""Uuuh... Ah..."""
"貴方は呻きながら涙を流す六花に背を向け、
会場を後にした。","You turned your back to panting and crying Rikka and
left the arena."
"…奴隷も、いいものかもしれない。
そんな後ろぐらい欲望が貴方の心の中で渦まく。","After facing Rikka, you found the idea of having
a slave quite convenient."
"彼女の主人はプライドが高そうだった。
挑発して試合に挑めば、奴隷にできるかもしれない。","Rikka's master seemed like a prideful woman. Maybe you
could provoke her to a match and make her into your
slave."
"彼女は六花を迎えるためにコロシアムに来ているはずだ。
探してみよう。","She must be here in the Colosseum to scold Rikka.
You set your mind to finding her."
"<優香>
『へぇ、今回の相手はアンタなんだ。
　ラッキー♪これは勝負はもらったようなもんね♡』","<Yuuka>
""Oh♪ You're my next opponent♡ How lucky♪
 It's pretty much a free win for me♡"""
"今回の試合の相手も、貴方の見知った顔だった。","Your second opponent was, again, someone you knew."
"<アル>
『うわっ！あ、あのときのすごく強い人！
　わ、わ、ど、どうしよ！\n[1]！』","<Al>
""Uah! I-It's that really strong girl from back then!
 Waaah! W-What should we do! \n[1]!"""
"彼女の登場に、アルは露骨に慌てふためいてしまう。","Al was in an apparent panic when she saw your opponent."
"<優香>
『しっかし、
　あんなくそザコだったアンタが1層のボスを倒せたんだ？
　すごいじゃん、褒めてあげる♡』","<Yuuka>
""But I'm pretty surprised that a weak-ass like you
 beat the first-floor boss♪ Good job on that♡"""
"優香はにやにやとからかうような笑みを浮かべながら、
貴方に機嫌よさそうにそう言葉を投げかける。","Yuuka looked to be in a good mood as she spoke and
grinned at you."
"<優香>
『アンタもまぁ、それなりには強くなったってことね。
　で・も♡私はそれ以上に強くなってるけど♡』","<Yuuka>
""That means you've grown somewhat strong... However,
 you should know I've also become stronger since our
 last fight♡"""
"余裕そうな笑みを浮かべたまま、優香は貴方を見下している。","Yuuka confidently looked down on you with a smile."
"<アル>
『うー！
　あ、あのときでもめちゃくちゃな強さだったのに……！』","<Al>
""Uuh! S-She was already really strong back then!
 And now she's even stronger?!"""
"貴方はそんな彼女の言葉を聞いて、
冷や汗を流しつつ、剣を構えた。","Hearing that made you break into a cold sweat as you
took out your sword."
"<優香>
『私に試合で当たったのが運の尽きとでも思っててよ。
　前みたいに、かるーくぼこってあげるからさ♡
　く・そ・ザ・コ・君っ♡ちゅっ♡』","<Yuuka>
""Your luck ran out the moment you matched with me♡
 I'm going to drain you dry just like before♡ 
 Mr. Weak-ass♡ Smooch♡"""
"優香は色っぽく貴方に投げキッスを行い、挑発する。
貴方はそれを振り払うように突進した。","Yuuka seductively blew a kiss to taunt you, and you
charged at her before the kiss could affect you."
"<優香>
『うぐ…………そ、そんな…………
　私が、負けるわけないのに…………』","<Yuuka>
""Ugh... No way... There's no way I could lose..."""
"優香は悔しそうに呻きながらそう地面に倒れこむ。","Yuuka fell to the ground while grunting in frustration."
"優香を犯さない","Spare Yuuka"
"優香を犯す","Violate Yuuka"
"倒れこむ優香に近づき、
貴方はあのレベル上げの方法をもうやめることを勧めた。","You approached the fallen Yuuka and told her to stop
using her leveling method."
"<優香>
『は……？え、なに………？
　それは、脅し？』","<Yuuka>
""Huh...? What? Are you threatening me?"""
"状況が飲み込めないという彼女の言葉を貴方は否定する。
そして、そのレベル上げのリスクを彼女に伝えた。","Yuuka didn't seem to understand what you meant, so you
told her that you weren't threatening her and explained
the risks that her leveling method possessed."
"<優香>
『…………そんなわけ…ん、でも…………』","<Yuuka>
""...Like hell that's true... Ngh... But..."""
"貴方の言葉に彼女は沈黙し、ぶつぶつと考え込む。","Yuuka went silent at what you said, and then she
muttered something in thought."
"<優香>
『…ふん、ま、どっちみちもうしないつもりだったし。
　もうほぼカンストだもん、私のレベル。』","<Yuuka>
""...Hmph. Well, I wasn't planning to use it anymore
 anyway. My level is nearly maxed out already."""
"<アル>
『ええ！？
　\n[1]、よくこの子に勝てたね…………』","<Al>
""Eeh?! \n[1], it's amazing you won when
 she's nearly max level..."""
"彼女の言葉を聞いて驚いた言葉を漏らすアルに、
貴方は自分でも不思議に思うと頷き返した。","Al was in shock when she heard what Yuuka said about
her level. You were also amazed that you managed to
beat her."
"<優香>
『ま、だから言われるまでもなくもうやんない。
　…………で？これを聞いてどうする？
　やっぱり私を犯す？』","<Yuuka>
""So, saying that to me makes no difference...
 Then, what are you going to do after knowing that?
 Gonna fuck me?"""
"そう言いながら、動けないながらも、
挑発的な視線を貴方に投げかける彼女に貴方は首を横に振る。","You shook your head even as Yuuka tauntingly gazed at
you while unable to move."
"<優香>
『あっそ…………理解できないけど。
　……………………ゲームでお人好しって、損だからね？』","<Yuuka>
""Huh? I can't understand it... Soft-hearted people are
 pretty much handicapping themselves in the game,
 you know?"""
"彼女はそっぽを向きながらそう貴方に言葉を投げかける。","Yuuka turned away as she spat that at you."
"それでもいい","I don't mind that"
"犯されるほうが好きだし………","I prefer to be the one who's violated..."
"<アル>
『えへへ♪\n[1]は優しいね！
　私は、そんな\n[1]のほうが好きだよ！』","<Al>
""Ehehe♪ \n[1] is such a gentleman!
 I like it when you're soft-hearted!"""
"そんな言葉を告げるアルの頭を、
貴方は指で撫でて感謝を告げた。","After Al said that, you thanked her and patted her
head."
"<優香>
『…………馬鹿みたい。ま、いいんじゃない？
　ゲームなんだし、思うようにすれば。』","<Yuuka>
""...That's so stupid. Well, fine. Everyone can play
 the game as they want."""
"そう言う優香に、貴方はそうすると答えて背を向ける。
そして、そのまま控室に戻っていった。","When Yuuka said that, you told her that you'll play
the game your own way and turned your back to her.
Then you returned to the waiting room."
"<優香>
『はぁ…………こんなマゾに負けたとか、
　なんかムカつくんだけど…………』","<Yuuka>
""Huh? Losing to such a masochist is pissing me off
 even more..."""
"貴方の返答をきいて呆れたように優香はため息をつく。","Yuuka sighed in astonishment when she heard your
answer."
"<アル>
『\n[1]、私もそれはちょっと………
　あ、うん、マゾなのはいいんだけど…………
　今は、ほら、もっとこう…………ね？』","<Al>
""\n[1], I think that's a bit... I mean,
 being a masochist is not bad in itself, but..."""
"アルも納得できないようで、
何とも言えない顔で貴方を見つめている。","Al seemed just as astonished as Yuuka at what you said
as she fell silent."
"<優香>
『ま、いいけど。それなら今度こそ、
　次は負かしてお望み通り犯してあげる♡』","<Yuuka>
""Well, fine... Since you like it that way, I'll beat
 you up next time and then violate you just as you
 want♡"""
"<優香>
『私はアンタが犯さなかったからって、
　遠慮するような性格してないから♡
　次私に負けた時、楽しみにしてなさい♡』","<Yuuka>
""I'm not the type to hold back just because you spared
 me once♡ Look forward to losing against me the next
 time♡"""
"そう言う優香に貴方は顔を赤くして、とっさに後ろをむく。","When Yuuka said that, you quickly turned your back to
her as you could feel your cheeks getting hot."
"<アル>
『\n[1]ー？
　負けたら、レベル吸い取られちゃうんだから、
　今度も負けちゃダメだよ？』","<Al>
""\n[1]? She will drain your levels if you
 lose, so you shouldn't lose the next fight either..."""
"ジト目で見つめてくるアルに、
貴方は分かってると言葉を返す。","When Al said that and gave you the reproachful stare,
you told her that you understood it."
"<アル>
『ほんとー？
　その、マゾなのはいいけど…………ほどほどに、ね？』","<Al>
""Do you really? Um... It's fine to be a masochist,
 but keep it in moderation, okay?"""
"そう言うアルに貴方は頷きを返した。","You nodded to Al after she said that."
"そして、そのまま控室へと戻っていった。","And then, you returned to the waiting room."
"本当に優香を犯しますか？
【注意:取り返しはつきません】","Will you really violate Yuuka?
【Warning: This decision is irreversible.】"
"<優香>
『ぐ、いや、こんな、こんなモブなんかに……
　んっ♡んんっ♡…………！！！』",""
"<優香>
『い、やぁ…………んんんっっっ♡あ、ぁ……！
　あぁぁぁぁぁぁぁぁっ♡』",""
"貴方は優香を犯した。",""
"<優香>
『こんな、観客の前で…………うぅぅ…………』",""
"貴方は呻く優香に背を向け、控室に戻っていった。",""
"<優香>
『へぇ…こんなところでアンタに会えると思わなかった。
　ようやく、あの時の借りが返せるわけね。』",""
"優香は怒りを込めた目で貴方を睨み、
ふっとこわばった表情を崩すと笑みを浮かべる。",""
"<優香>
『今ならもう、アンタには絶対負けない。
　観客が見てる前で無様に射精させて、
　あの時感じた私の屈辱を倍にして返してあげる。』",""
"笑みを浮かべた彼女の圧力に、
貴方は警戒しながら剣を構え、売り言葉に買い言葉と、
また犯してやると宣言する。",""
"<優香>
『ふん、いつまでそんな口を叩ける？
　あんたの顔が屈辱と快楽にゆがむのが楽しみだわ♡』",""
"優香は暗い笑みを浮かべながら、
可愛らしく貴方に向かってウインクする。",""
