"こうもり*2",""
"可憐は肉棒に足裏を押し付けると、
足を動かして適度にやわらかい感触を擦りつける。","Karen laid down her foot on your penis before stroking
it under her soft sole."
"<可憐>
『男の子って、多少力が強くても、
　こんな弱点付けてる分女の子より不利だよね♪』","<Karen>
""Boys are physically stronger than girls, but you have
 it so much worse because of your dick♪ "
"<可憐>
『\n[1]君も、もう少しで勝てそうだったのに…
　おちんぽ気持ちよくなるほうを選んで負けちゃったし♡』","<Karen>
""\n[1], you were so close to beating me...
 But you lost since you thought with your dick rather
 than with your brain♡"""
"可憐はぐりぐりと足裏で勃起した肉棒をふみながら、
貴方をそう憐れむ。","Karen pitied your nature as a man while rubbing your
penis under her foot."
"<可憐>
『本当なら勝てるはずだった女の子に、
　弱点をこんな風に踏まれるってどんな気分なのかな？』","<Karen>
""How does it feel when a girl you nearly beat is
 trampling your dick? """
"<可憐>
『もし私がその立場だったらって考えると、
　悔しくてたまらないと感じると思うけど…
　\n[1]君は違うみたいだね♡』　","<Karen>
""I would feel so miserable if I was in your position...
 But it seems like it's the exact opposite for you,
 \n[1]♡"""
"<可憐>
『だって、私が強くぐりっておちんぽ踏んであげるたびに、
　変な声出ちゃってるんだもん♪ぐりぐり♡』","<Karen>
""I mean, you moan so hard every time I trample your
 dick♪"""
"<可憐>
『初めての戦闘で、
　誘惑にのって負けちゃうなんて恥ずかしくないの？
　おちんぽ足コキされて喜んじゃって、変態♡』","<Karen>
""Don't you feel ashamed to lose your first fight by
 falling to the temptation?
 Your dick is totally loving my footjob, you pervert♡"""
"可憐は貴方を蔑んだ笑みで見下ろしながら、
すらりとした長い女性らしい足で肉棒を踏みつける。","Karen looked down on you with a grin while trampling
your penis with her long and slender legs."
"<可憐>
『くす♪顔そらしちゃうくらい恥ずかしいなら、
　誘惑なんかに乗らなかったらよかったのに♡』","<Karen>
""Ahaha♪ If it's so shameful that it shows on your face
 like that, then you shouldn't have fallen for the
 temptation in the first place♡"""
"<可憐>
『ほらほら、ちゃんと見て？
　君を足コキで倒しちゃう私の姿♪ぐりぐり♡』","<Karen>
""Hey♪ Make sure to keep your eyes on me♡
 Look how I'm going to beat you with my foot♡"""
"言われるがままに可憐のほうを向くと、
肉付きのいい太ももがスカートの中で見え隠れしながら、
そこから延びる艶めかしい足が肉棒を踏みつけている。","You faced Karen as she told you to watch her.
As you did so, you first saw her foot on your penis,
followed with her long slender legs, and finally her
healthy thighs peeking from her skirt."
"<可憐>
『こら、どこ見てるのかな？
　\n[1]君の視線、
　スカートの中に集中してるの丸わかりだよ♪』","<Karen>
""Hey♪ Where might you be looking at?
 I can feel your gaze under my skirt♪"""
"<可憐>
『もうすぐおちんちん負けちゃいそうなのに、
　自分を倒す女の子のスカートの中が気になるんだ？
　このすけべ♡ぐりぐり♡』","<Karen>
""Can you not help get curious what's under my skirt
 even when your dick is already about to lose to my
 foot? You pervert♡"""
"<可憐>
『\n[1]君にはプライドとかないのかな？
　……くす♪ないよね♪
　足コキの誘惑に負けちゃうくらいだし♡』","<Karen>
""\n[1], don't you have any pride? Ahaha♪
 You don't right? Not when you're lusting after my legs
 so badly that you don't mind losing for them♡"""
"可憐は小ばかにしたような笑みで貴方を見下ろし、
強くぐりっと肉棒の裏筋に足の裏を擦りつける。","Karen looked down on you with a grin before grinding
your frenulum under her foot."
"<可憐>
『強く踏まれて喘ぎ声出ちゃったね♪
　そろそろ我慢の限界かな？』","<Karen>
""I trampled slightly harder and it instantly made you
 moan♪ Are you about to hit the limit?"""
"<可憐>
『このまま私の足コキでK.Oしてあげる♪
　男の子として、一番恥ずかしい負け方しちゃえ♡』","<Karen>
""I'm going to knock you out with my footjob♪
 You're going to lose in the most shameful way
 a boy can lose♡ At a girl's foot♡"""
"可憐はトドメをさすように、
小刻みに足を振動させながら、強く肉棒に足裏を押し付ける。","Karen trampled your penis flat under her sole before
shaking her foot back and forth in small rapid
movements to finish you off."
"<可憐>
『これで終わり♪
　\n[1]君の負けだよ！
　情けなく精液まき散らしちゃえ♡ぐりぐり♡』","<Karen>
""This will be it, \n[1]♪ Time for you to
 lose! Shamefully shoot your semen to my foot♡"""
"<可憐>
『くす♪勝てそうだったのに、残念だったね♡
　\n[1]君の負けだよ♡』　","<Karen>
""Ahaha♪ \n[1], you were so close to beating me♡
 But too bad it ended in your loss♡"""
"貴方は可憐を振り払った。","You pushed off Karen."
"<可憐>
『う…さすがにこんな手は通じないかぁ…………』","<Karen>
""Uh... As expected, this method doesn't work..."""
"<小悪魔A>
『む～！意外と強い人間さんだ～！
　このままじゃ負けちゃうかも…………』","<Imp A>
""Nnngh! You're stronger than I thought! I might
 actually lose at this rate..."""
"<小悪魔A>
『いかにも弱そうって思ったのに！
　う～……こうなったら……あ～むっ♡』","<Imp A>
""You even looked so much weaker than me... Uuuh...
 Since you've pushed me this far, I'll do this!
 Aaahm♡"""
"小悪魔は捨て身の覚悟で貴方に近づく。
そして肉棒に唇を押し付けると、
小さな口を大きく開いて亀頭をぱくりと咥える。","The imp resolved herself to do-or-die and approached
you. Then she pressed her lips on your penis, opened
them wide, and swallowed your glans inside her tiny
mouth."
"<小悪魔A>
『んっ♡おちんぽ私の口の中で喜んでる♪
　人間さん、このまま私のフェラで気持ちよくなっちゃえ♡
　振りほどいちゃダメだよー♪ちゅぅぅ♡』","<Imp A>
""Mmh♡ Your dick loves it inside my mouth♪ You should
 listen to it and stay still and enjoy my blowjob♡
 You don't want to push me off, right? Smooch♡"""
"<小悪魔A>
『んふー♡気持ちよくて動けないのかな？
　やっぱり、見た目通り弱い人間さんだったんだね♪』","<Imp A>
""Mmh♡ Does it feel so amazing that you won't stop me?
 Looks like you're just as weak as I thought♪"""
"<小悪魔A>
『このまま私のフェラで負けさせてあげるから、
　覚悟しろー♡れろれろ♡』","<Imp A>
""Get ready because I'm going to make you spell defeat
 with my blowjob♡"""
"小悪魔は小さな舌で亀頭をくすぐる様に舐めまわす。
その小さな体躯とは裏腹に、
男の弱点を把握したようなフェラに肉棒が震えてしまう。","The imp licked your glans in circles with her small
tongue. Contrary to her young looks, she perfectly
knew where the weak spots on your penis were and made
full use of them, causing you to tremble."
"<小悪魔A>
『おちんぽビクビクしてる、なさけなーい♪
　私のちっちゃなお口で虐められて、気持ちいいんだ？』","<Imp A>
""Your dick is already twitching♪ How weak♪ Does it
 feel amazing when I play with your dick with my tiny
 mouth?"""
"<小悪魔A>
『危ないところだったけど…本気フェラしてあげたら、
　気持ちよくて勝負とかどうでもよくなっちゃったんだよね？
　よわーい♡』","<Imp A>
""I was so close to dying... But when I gave you a taste
 of my real blowjob, it felt so good that you don't
 care about the fight anymore, right? You're so weak♡"""
"小悪魔は明るいソプラノボイスでそう好き勝手言いながら、
ちゅぱちゅぱと唇を動かして肉棒の先端を舐る。","The imp munched on your penis with her lips and licked
its tip while saying whatever she wanted about you."
"<小悪魔A>
『こんなよわーいちんぽ持ってる人間さんに、
　私が負けるわけなかったんだよー♪ちゅぅぅ♡』","<Imp A>
""There's no way anyone could lose to you when your
 dick is this weak♡"""
"小さな唇が窄められ、
精液を吸い出すように強く先端を吸引する。","Imp narrowed her tiny lips around your glans and
started sucking hard to force out your semen."
"その強い快感に、
貴方は思わず喘ぐような声を出してしまう。","You couldn't help but moan when she pleasured you so
hard."
"<小悪魔A>
『先っぽ、ちゅぅぅってされちゃうの気持ちいいんだ♪
　白いの出したら人間さんの負けだよー？』","<Imp A>
""It feels so amazing when I suck on the tip, right?
 The moment your white stuff comes out, you lose♪"""
"<小悪魔A>
『体力全部吸い尽くされて、負けちゃうんだよー？
　そんな恥ずかしい負け方でいいのかな♪じゅるっ♡』","<Imp A>
""You're going to lose by getting all your power sucked
 out in the mouth of weak and tiny imp♡ Is such a
 shameful way of losing what you want?"""
"小悪魔はくすくすとからかうようにそう言いながら、
味わうように丁寧に先端を生温かい口内で愛撫する。","The imp teased and giggled at you while carefully
caressing your glans inside her warm mouth."
"彼女の言葉に思わずそのフェラをやめさせようと、
貴方は彼女の頭に手を伸ばす。","The imp's warning about the shameless way you were
about to lose made the alarm finally ring in your head,
and you grabbed her head in attempt to stop her from
sucking you."
"<小悪魔A>
『んふー♡やっぱりそんな負け方は嫌ー？
　でもダメー♡今更抵抗しようとしても無駄だよ♪
　じゅるるっ♡ちゅぅぅ♡』","<Imp A>
""Ahaha♡ Is losing in such a shameful way too much for
 you? But too bad♡ It's useless to resist this late
 in the game♪"""
"小悪魔は頬を窄めて、強く先端を吸引する。
精液を吸い出すようなその動きに、貴方はのけぞってしまう。","The imp began sucking on your glans so hard that her
cheeks caved in. The semen sucking pleasure was so
strong that your back arched backwards."
"<小悪魔A>
『もうおちんぽ我慢汁まで出てるのに、
　今更人間さんが逆らえるわけないでしょー♪』","<Imp A>
""There's no way for you to stop me when your dick is
 already leaking precum for me♪"""
"小悪魔はけらけらと無邪気に笑う。
彼女がしゃべるたびに舌が亀頭を舐めまわし、
彼女の言う通り快感で力が入らない。","The imp simply giggled at your futile resistance.
It was just as she said, the pleasure was so strong
that you couldn't do anything to stop her. Even when
she spoke, her tongue would keep hitting your glans."
"<小悪魔A>
『こんな負け方が嫌なんだったら、
　最初の時に私を振り払わなきゃダメだったんだよ？』","<Imp A>
""If you didn't want to lose in this way, you should
 have pushed me off from the very start♡"""
"<小悪魔A>
『なのに、気持ちよくて動けなかった人間さん♡
　弱ーいおちんぽ諦めて、このまま私に負けちゃえ♡
　じゅるっ♡じゅるるっ♡』","<Imp A>
""Right now, you can't even lift a finger against me♡
 Your only option is to lose and give up your semen
 to me♡"""
"<小悪魔A>
『んふー♡おちんぽ膨らんできた♡
　そろそろ私に負けちゃうのかなー♪』","<Imp A>
""Mmh♡ Your dick is swelling up♡
 Are you going to lose soon?"""
"<小悪魔A>
『最初の敵に誘惑されて、
　ゲームオーバーなんて情けない終わり方♡』","<Imp A>
""You got charmed by the very first enemy♡
 Your adventure ends just as it began♡
 What a miserable way to go♡"""
"<小悪魔A>
『でも、私のフェラ気持ちいいからしょうがないよね♪
　ちっちゃなお口に虐められて我慢できないんだもんねー♡
　れろれろ♡じゅるるっ♡』","<Imp A>
""But my blowjob just feels so good that you can't help
 it♪ You can't contain yourself when I've got my tiny
 mouth wrapped around your glans♡"""
"小悪魔は好き放題に貴方を詰りながら、
ラストスパートを仕掛けるように裏筋を舌で舐めまわし、
先端を口内に包み込んだまま吸引する。","The imp continued making fun of you as much as she
liked. Then she moved on to the last spurt as she
began licking your frenulum while sucking hard on
your glans."
"<小悪魔A>
『ほらほら♪もう人間さんの負けー♡
　白いの私のお口に出して、降参しちゃえ♡
　じゅるるっ♡』","<Imp A>
""Your loss is already fixed♡ Shoot your white stuff
 in my mouth and lose♡"""
"<小悪魔A>
『んふー♡でたでた♪
　よわーいおちんぽ、私のフェラに負けちゃった♪』　","<Imp A>
""Mmmh♡ There it comes♪ Your weak dick lost to my
 blowjob♪"""
"貴方は快感に耐えて小悪魔Aを振り払った。","You endured the pleasure and pushed off Imp A."
"<小悪魔A>
『むー！いいもん！
　無理やりイかせてあげる！』","<Imp A>
""Hmph! Fine! I'll do it the hard way then!"""
"<アル>
『ね、\n[1]！
　さっき新しいスキルを覚えてたよね？
　確か、魔法剣……だったっけ？試してみようよ！』","<Al>
""Hey, \n[1]! Didn't you just learn new skill?
 What was it? Enchant? Let's try it out!"""
"【チュートリアル：魔法剣スキルについて】
魔法剣スキルには2つの分類が存在します。
・スキルの欄にある○○の魔剣
・スキルとは別枠の○○の魔剣で使える魔法剣技","【Tutorial：Enchant Skills】
Enchant skills provide 2 different skills:
・Enchant Buff skills
・Elemental Sword skills"
"・スキルの欄にある○○の魔剣について
スキルの欄にある○○の魔剣は、
魔剣スキルの始動となるスキルです。使用することで、
各属性に応じて能力強化を受けることができます。","・Enchant buff skills
Using enchant from Skills will active a buff that 
increases your status based on the element."
"この強化は魔剣状態中、継続されます。
しかし、各魔剣状態には継続消費MPが存在しており、
その値だけ毎ターンMPが減少していきます。","The enchant buff will stay active until cancelled,
but it will drain MP every turn as an upkeep cost."
"継続消費MPより現在MPの方が少なかった場合、
ターン終了時に魔剣が解除されてしまうので注意しましょう。
魔剣の解除は、
魔法剣解除によって任意で行うこともできます。","If you don't have enough MP to pay the upkeep cost,
the buff will disappear at the end of turn.
You can also manually release the enchant with the
skill Release Enchant."
"魔法剣解除にはMP回復効果も付いているので、
MPを節約したい場面では積極的に活用してください。","Release Enchant will recover MP, so you should seek
to use it for conversing MP."
"また、魔剣始動スキルにはターン経過がありません。
回復したいときには氷の魔剣を、
一気に攻めたい時には炎の魔剣を、
というように状況に応じて切り替えが可能です。","Furthermore, casting enchant will not use up your turn,
and you can freely change from one element to another
to take advantage of each element's unique benefits
depending the situation."
"・スキルとは別枠の○○の魔剣で使える魔法剣技について
魔剣状態では、
各属性に応じた技を使用することができます。
この技は魔剣状態でなければ使えないことに注意しましょう。","・Elemental Sword skills
While you have enchant buff active, you'll gain access
to new skill menu for elemental sword skills. This menu
isn't visible unless you have enchant buff."
"<小悪魔B>
『くっ…意外とやるわね。
　でも、貴方の方もかなり消耗してるんじゃない？』","<Imp B>
""Ugh... You're better than I thought. But you're
 starting to be quite spent too, right?"""
"<小悪魔B>
『頭の中がピンク色になっちゃって、
　気持ちよくなりたい、気持ちよくしてほしい……
　そんな欲求が抑えられなくなってきてるんでしょ？』","<Imp B>
""Your mind has turned pink from all the desires you can
 barely contain♡ You want to do all kinds of things
 with me, don't you?"""
"<小悪魔B>
『ふふ♡否定しても無駄よ♪
　ほら、動揺したすきにおっぱいでちんぽ捕まえちゃった♡』","<Imp B>
""Ahaha♡ It's useless to try to deny it♪ Just look how
 easily I caught your dick between my boobs while you
 were spacing out♡"""
"<小悪魔B>
『このままじっとしてなさい。
　私のおっぱいで、天国に連れていってあげるわ♡』","<Imp B>
""Please stay still and I'll show you the heaven with
 my boobs♡"""
"<小悪魔B>
『そうよ、そのままじっとしてるの♡
　むにゅぅっ♡』","<Imp B>
""Yes♡ You can just stay still like that♡"""
"小悪魔は動かない貴方を見て、
小さく嘲りの顔をのぞかせて乳房で強く肉棒を締めつける。","When the imp say you stay still, her mouth turned into
a grin and she tightly squeezed your penis between her
breasts."
"<小悪魔B>
『少しは力があるようだったけれど……
　所詮、おっぱいの前では無力だったわね♡』","<Imp B>
""I have to admit that you were strong... But in the
 end, all that strength is completely useless before
 my boobs♡"""
"<小悪魔B>
『いくら強くても、こんな弱点が付いている限り
　男はおっぱいに勝てない…そうでしょ？むにゅむにゅ♡』","<Imp B>
""It doesn't matter how strong you are when you have
 such a fatal weakness♡ Men just don't stand a chance
 against boobs, right?"""
"貴方は自分よりも小さな女性にそのようなことを言われ、
屈辱感を煽られてしまい、とっさに否定の言葉を告げる。","You felt humiliated when a small woman like the imp was
saying that you were helpless before a pair of breasts.
You instantly denied her accusation."
"<小悪魔B>
『おっぱいの誘惑に負けた貴方が、
　そんなことないって言っても説得力ないわ♡』","<Imp B>
""It's not very convincing when you say that after
 losing to the temptation of my boobs♡"""
"それでも、小悪魔の嘲りの視線に変化はなく、
貴方を見下した視線で見つめながらパイズリを続ける。","Even when you denied your weakness for breasts, the imp
continued giving you the grin and boobjob."
"<小悪魔B>
『いつでもこんなもの抜け出せる？
　ふふ♡上等よ、それならさっさと抜け出してみなさい♡
　ほら、ほら、ほら♡むにゅむにゅぅ♡』","<Imp B>
""Oh? You can escape any time you want? Ahaha♡
 Then show me♡ Show me how you'll escape me boobs♡"""
"貴方はなんとか乳房の牢獄から逃れようと腰を動かすが、
そのたびに肉棒が柔らかな乳肉に沈むだけだ。","You tried pulling your hips out from the imp's breast
trap, but every time you did so, your penis ended only
sinking deeper between the imp's soft mounds."
"<小悪魔B>
『くす♪喘ぐばかりで少しも抜け出せないじゃない♡
　やっぱりおっぱいには勝てないのね♡』","<Imp B>
""Ahaha♪ You're just moaning and not getting away at
 all♡ As I thought, you can't win against my boobs♡"""
"乳肉に激しく擦られる快感に貴方の抵抗は封じ込められ、
ただただ彼女のなすがままになってしまう。","The imp had sealed away your option to resist with the
pleasure of her intense boobjob, and you were left
completely at her mercy."
"<小悪魔B>
『これで認める気になった？
　男はおっぱいには絶対に勝てないの♡』","<Imp B>
""Have you realized it now? Men can't ever win against
 boobs♡"""
"<小悪魔B>
『それを噛みしめながら、
　私のおっぱいに負け汁ぶちまけなさい♡むにゅぅっ♡』","<Imp B>
""Let that sink in while you shoot your loser juice on
 my boobs♡"""
"小悪魔の乳房が、
肉棒の芯までその柔らかさを伝えるように強く締め付ける。","Imp squeezed your penis between her breasts hard,
making their softness transmit to its very core."
"貴方は抜け出すことが出来ないなくても、
せめて簡単にはイかされないと歯を食い縛って耐えていたが、
その快感にたまらずとろりと我慢汁があふれ出してしまう。","Since getting away wasn't an option, you decided to
clench your teeth and endure in order to at least give
the imp hard time to make you orgasm. However, the
pleasure was still too much and your precum flowed out."
"<小悪魔B>
『ふふ、先端がぬるぬるしてきたわね♡
　もうすぐ弱いちんぽがトドメをさされちゃう証拠♡』","<Imp B>
""Ahaha♡ Your tip is starting to get wet♡ That's the
 proof that your weak dick has nearly lost♡"""
"<小悪魔B>
『強い力を持ってるくせに、
　ここでおっぱいに負けてゲームオーバーなんて残念ね♡
　でも、それも貴方が誘惑に乗ってしまったから悪いの♡』","<Imp B>
""You had some strength, but your game will end right
 here at my boobs♡ Too bad♡ You can only blame
 yourself for falling to my trap♡"""
"<小悪魔B>
『来世に生まれるときはこんな弱点が付いてる男じゃなくて、
　強いおっぱいが付いてる女に生まれることを願いなさい♡
　むにゅむにゅ♡』","<Imp B>
""You should hope that you won't be born as a man in the
 next life because of their fatal weaknesses, but as a
 woman with massive boobs♡"""
"<小悪魔B>
『くす♪腰がガクガク震えてきたわ♡
　もうそろそろこの勝負も終わりね♡』","<Imp B>
""Ahaha♪ Your hips are starting to tremble♡ Our match
 is over soon♡"""
"<小悪魔B>
『貴方は勝てるはずだった敵のおっぱいに負けて、
　無様に負け汁を搾り取られてしまうのよ♡』","<Imp B>
""I'm an enemy you should defeat, but instead you lost
 to the temptation of my boobs, and next you'll
 shamefully shoot your loser juices all over them♡"""
"小悪魔は肉棒にむにゅっと乳房を押し付けたまま、
全体を柔らかな感触でもみくちゃにする。","The imp squeezed penis tightly between her soft breasts
and shook them up and down to rub its whole length."
"肉棒全体が柔らかい乳房に包み込まれ、
至福の感触を刷り込むようなパイズリに、
貴方の我慢は限界を迎える。","With your whole penis surrounded by her breasts, you
could feel your limit approaching before the supreme
pleasures of her boobjob."
"<小悪魔B>
『ほら、ほら♡これでトドメよ♡
　私のおっぱいに屈して、無様にイきなさい♡むにゅぅっ♡』","<Imp B>
""Here♡ I'll finish you off with this♡ Shamefully give
 in to my boobs and shoot your load♡"""
"<小悪魔A>
『ふふ♡
　私のおっぱいが、貴方の負け汁で白く汚れちゃったわね♡』　","<Imp B>
""Ahaha♡ Your white loser juices flew all over my
 boobs♡"""
"貴方は快感に耐えて小悪魔Bを振り払った。","You endured the pleasure and pushed off the imp."
"<小悪魔A>
『そんな………くっ、いいわよ。
　無理やり搾られるのがお好みなら、そうしてあげるわ』","<Imp B>
""No way... Ugh, fine. If you want to get drained the
 rough way, I'll do just so!"""
"\n[1]は魅了されてしまった！
全ステータス10%ダウン！","\n[1] became Charmed!
All status down 10%!"
"\n[1]は骨抜きになってしまった！
全ステータス20%ダウン！","\n[1] became exhausted!
All status down 20%!"
"<ロリダークエルフ>
『くりくり。くりくり。
　乳首、私に弄られてすごく固くなってる。』","<Loli Dark Elf>
""Your nipples are getting so hard from my nipple play."""
"<ロリダークエルフ>
『私が強く弄るだけで、身体もビクビクしちゃってる。
　男なのに、恥ずかしくないの？』",""
"ロリダークエルフはピンっと指で乳首をはじき、
貴方の顔を上目づかいで見つめながらそう煽る。",""
"<ロリダークエルフ>
『顔、赤くなった。恥ずかしいとは思ってるんだ。
　それでも、乳首を女に弄られると
　気持ちよくて我慢できないんだね。変態。』",""
"<ロリダークエルフ>
『もっと感じさせてあげる。
　乳首、なめるられるのも好きでしょ？……れろ♡』",""
"ロリダークエルフは小さな舌先で、
貴方の乳首をなぞるように舐め始める。",""
"<ロリダークエルフ>
『またびくってした。
　やっぱり好きなんだ、なめられるの。』",""
"<ロリダークエルフ>
『いいよ。好きなだけ、
　自分の乳首が私の舌に虐められるとこと見てて。』",""
"ロリダークエルフは小さな舌で丁寧に貴方の乳首を愛撫する。
たっぷりと唾液を含ませた舌による愛撫で、
貴方の乳首はぬるぬるになりさらに興奮を感じてしまう。",""
"<ロリダークエルフ>
『私も乳首で感じてる恥ずかしい貴方の顔、見てるから。
　れろれろ♡』",""
"<ロリダークエルフ>
『自分の乳首、舌で舐められてるところを見せつけられて、
　我慢できなかった？弱いね。』",""
"<ロリダークエルフ>
『れろれろ♡
　貴方の乳首、私のだ液まみれにしてあげる。』",""
"ロリダークエルフは挑発的な上目づかいで、
貴方を見つめたまま、小さな舌先で乳首を弄る。",""
"<ロリダークエルフ>
『おちんちんもパンツの中で苦しそう。
　乳首舐められて、ギンギンになってる。』",""
"貴方の股間に手を伸ばすと、
ロリダークエルフは器用に肉棒を取り出す。
そして、乳首に柔らかい唇を押し付けて吸い上げながら、
勃起した肉棒を握りしめて上下に扱き始める。",""
"<ロリダークエルフ>
『ちゅっ……れろれろ♡
　2つの弱点、私に責められるの、どう？
　気持ちいいよね。』",""
"<ロリダークエルフ>
『恥ずかしい喘ぎ声、我慢できてない。
　乳首もおちんちんも感じて、頭真っ白になっちゃった？』",""
"<ロリダークエルフ>
『勝負中に、見せちゃダメな顔になってる。
　恥ずかしい人。れろれろ♡』",""
"ロリダークエルフは平坦な声に蔑みの色を微かににじませ、
乳首をなめながらリズムカルに肉棒を手のひらで扱く。",""
"<ロリダークエルフ>
『私にされるがまま、イっちゃった。
　乳首が弱点だってバレたのが、貴方の負けの原因。』",""
